name,year,id,tourney_level,surface,outdoor,city,venue,link
Parma CH,2022,2022-Parma CH,ATP Challenger,Clay,Outdoor,"Parma, Italy",,
Pau CH,2022,2022-Pau CH,ATP Challenger,Hard,Indoor,"Pau, France",,
Pereira CH,2022,2022-Pereira CH,ATP Challenger,Clay,Outdoor,"Pereira, Colombia",,
Perugia CH,2022,2022-Perugia CH,ATP Challenger,Clay,Outdoor,"Perugia, Italy",,
Phoenix CH,2022,2022-Phoenix CH,ATP Challenger,Hard,Outdoor,"Phoenix, Arizona, United States",,
Porto CH,2022,2022-Porto CH,ATP Challenger,Hard,Outdoor,"Porto, Portugal",,
Poznan CH,2022,2022-Poznan CH,ATP Challenger,Clay,Outdoor,"Poznan, Poland",,
Prague CH,2022,2022-Prague CH,ATP Challenger,Clay,Outdoor,"Prague, Czech Republic",,
Prostejov CH,2022,2022-Prostejov CH,ATP Challenger,Clay,Outdoor,"Prostejov, Czech Republic",,
Pune,2022,2022-Pune,ATP 250,Hard,Outdoor,"Pune, India",,
Queen's Club,2022,2022-Queen's Club,ATP 500,Grass,Outdoor,"Queen's Club, Great Britain",,
Quimper CH,2022,2022-Quimper CH,ATP Challenger,Hard,Indoor,"Quimper, France",,
Rio de Janeiro,2022,2022-Rio de Janeiro,ATP 500,Clay,Outdoor,"Rio de Janeiro, Brazil",,
Roland Garros,2022,2022-Roland Garros,Grand Slam,Clay,Outdoor,"Paris, France",,
Rome CH,2022,2022-Rome CH,ATP Challenger,,Outdoor,"Rome, Italy",,
Rome Masters,2022,2022-Rome Masters,ATP 1000,Clay,Outdoor,"NA, Italy",,
Roseto Degli Abruzzi 1 CH,2022,2022-Roseto Degli Abruzzi 1 CH,ATP Challenger,Clay,Outdoor,"Roseto Degli Abruzzi, Italy",,
Roseto Degli Abruzzi 2 CH,2022,2022-Roseto Degli Abruzzi 2 CH,ATP Challenger,Clay,Outdoor,"Roseto Degli Abruzzi , Italy",,
Rotterdam,2022,2022-Rotterdam,ATP 500,Hard,Indoor,"Rotterdam, Netherlands",,
Saint-Brieuc CH,2022,2022-Saint-Brieuc CH,ATP Challenger,Hard,Indoor,"St. Brieuc, France",,
Salinas CH,2022,2022-Salinas CH,ATP Challenger,Hard,Outdoor,"Salinas, Ecuador",,
Salvador De Bahia CH,2022,2022-Salvador De Bahia CH,ATP Challenger,Clay,Outdoor,"Salvador, Brazil",,
Salzburg CH,2022,2022-Salzburg CH,ATP Challenger,Clay,Outdoor,"Salzburg, Austria",,
San Luis Potosi CH,2022,2022-San Luis Potosi CH,ATP Challenger,Clay,Outdoor,"San Luis Potosi, Mexico",,
Sanremo CH,2022,2022-Sanremo CH,ATP Challenger,Clay,Outdoor,"Sanremo, Italy",,
Santa Cruz CH,2022,2022-Santa Cruz CH,ATP Challenger,Clay,Outdoor,"Santa Cruz, Bolivia",,
Santa Cruz De La Sierra CH,2022,2022-Santa Cruz De La Sierra CH,ATP Challenger,Clay,Outdoor,"Santa Cruz de la Sierra, Bolivia",,
Santiago,2022,2022-Santiago,ATP 250,Clay,Outdoor,"Santiago, Chile",,
Santiago CH,2022,2022-Santiago CH,ATP Challenger,Clay,Outdoor,"Santiago, Chile",,
Sarasota CH,2022,2022-Sarasota CH,ATP Challenger,Clay,Outdoor,"Sarasota, Florida, United States",,
Savannah CH,2022,2022-Savannah CH,ATP Challenger,Clay,Outdoor,"Savannah, Georgia, United States",,
Shymkent 1 CH,2022,2022-Shymkent 1 CH,ATP Challenger,Clay,Outdoor,"Shymkent, Kazakhstan",,
Shymkent 2 CH,2022,2022-Shymkent 2 CH,ATP Challenger,Clay,Outdoor,"Shymkent, Kazakhstan",,
Split CH,2022,2022-Split CH,ATP Challenger,Clay,Outdoor,"Split, Croatia",,
Stuttgart,2022,2022-Stuttgart,ATP 250,Grass,Outdoor,"Stuttgart, Germany",,
Surbiton CH,2022,2022-Surbiton CH,ATP Challenger,Grass,Outdoor,"London, Great Britain",,
Sydney,2022,2022-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,
Tallahassee CH,2022,2022-Tallahassee CH,ATP Challenger,Clay,Outdoor,"Tallahassee, Florida, United States",,
Tigre CH,2022,2022-Tigre CH,ATP Challenger,Clay,Outdoor,"Tigre, Argentina",,
Todi CH,2022,2022-Todi CH,ATP Challenger,Clay,Outdoor,"Todi, Italy",,
Traralgon CH,2022,2022-Traralgon CH,ATP Challenger,Hard,Outdoor,"Traralgon, Australia",,
Troisdorf CH,2022,2022-Troisdorf CH,ATP Challenger,Clay,Outdoor,"Troisdorf, Germany",,
Troyes CH,2022,2022-Troyes CH,ATP Challenger,Clay,Outdoor,"Troyes, France",,
Tunis CH,2022,2022-Tunis CH,ATP Challenger,Clay,Outdoor,"Tunis, Tunisia",,
Turin CH,2022,2022-Turin CH,ATP Challenger,Hard,Indoor,"Turin, Italy",,
Verona CH,2022,2022-Verona CH,ATP Challenger,Clay,Outdoor,"Verona, Italy",,
Vicenza CH,2022,2022-Vicenza CH,ATP Challenger,Clay,Outdoor,"Vicenza, Italy",,
Wimbledon,2022,2022-Wimbledon,Grand Slam,Grass,Outdoor,"London, Great Britain",,
Zadar CH,2022,2022-Zadar CH,ATP Challenger,Clay,Outdoor,"Zadar, Croatia",,
Zagreb CH,2022,2022-Zagreb CH,ATP Challenger,Clay,Outdoor,"Zagreb, Croatia",,
s Hertogenbosch,2022,2022-s Hertogenbosch,ATP 250,Grass,Outdoor,"s Hertogenbosch, Netherlands",,
Indian Wells Masters,2018,2018-Indian Wells Masters,ATP 1000,Hard,Outdoor,"Indian Wells, California, United States",Indian Wells Tennis Garden,https://www.tennisexplorer.com/indian-wells/2018/atp-men/
Beijing,2018,2018-Beijing,ATP 500,Hard,Outdoor,"Beijing, China","National Tennis Center, Beijing",https://www.tennisexplorer.com/beijing/2018/atp-men/
Paris Masters,2018,2018-Paris Masters,ATP 1000,Hard,Indoor,"Paris, France",Accor Arena,https://www.tennisexplorer.com/paris-masters/2018/atp-men/
Shanghai Masters,2018,2018-Shanghai Masters,ATP 1000,Hard,Outdoor,"Shanghai, China",Qizhong Tennis Center,https://www.tennisexplorer.com/shanghai-masters/2018/atp-men/
Miami Masters,2018,2018-Miami Masters,ATP 1000,Hard,Outdoor,"Miami, Florida, United States",Tennis Center at Crandon Park,https://www.tennisexplorer.com/miami/2018/atp-men/
Madrid Masters,2018,2018-Madrid Masters,ATP 1000,Clay,Outdoor,"Madrid, Spain",Caja Magica,https://www.tennisexplorer.com/madrid-masters/2018/atp-men/
Halle,2018,2018-Halle,ATP 500,Grass,Outdoor,"Halle, Germany",Gerry Weber Stadion,https://www.tennisexplorer.com/halle/2018/atp-men/
Cincinnati Masters,2018,2018-Cincinnati Masters,ATP 1000,Hard,Outdoor,"Cincinnati, Ohio, United States",Lindner Family Tennis Center,https://www.tennisexplorer.com/cincinnati/2018/atp-men/
Canada Masters,2018,2018-Canada Masters,ATP 1000,Hard,Outdoor,"Toronto, Canada",Aviva Centre,https://www.tennisexplorer.com/toronto-masters/2018/atp-men/
Rome Masters,2018,2018-Rome Masters,ATP 1000,Clay,Outdoor,"Rome, Italy",Foro Italico,https://www.tennisexplorer.com/rome/2018/atp-men/
Monte Carlo Masters,2018,2018-Monte Carlo Masters,ATP 1000,Clay,Outdoor,"Monte Carlo, Monaco",Monte-Carlo Country Club,https://www.tennisexplorer.com/monte-carlo/2018/atp-men/
Rotterdam,2018,2018-Rotterdam,ATP 500,Hard,Indoor,"Rotterdam, Netherlands",Rotterdam Ahoy,https://www.tennisexplorer.com/rotterdam/2018/atp-men/
Queen's Club,2018,2018-Queen's Club,ATP 500,Grass,Outdoor,"London, Great Britain",Queen's Club,https://www.tennisexplorer.com/queen-s-club/2018/atp-men/
Basel,2018,2018-Basel,ATP 500,Hard,Indoor,"Basel, Switzerland",St. Jakobshalle,https://www.tennisexplorer.com/basel/2018/atp-men/
Vienna,2018,2018-Vienna,ATP 500,Hard,Indoor,"Vienna, Austria",Wiener Stadthalle,https://www.tennisexplorer.com/vienna/2018/atp-men/
Barcelona,2018,2018-Barcelona,ATP 500,Clay,Outdoor,"Barcelona, Spain",Real Club de Tennis Barcelona,https://www.tennisexplorer.com/barcelona/2018/atp-men/
Hamburg,2018,2018-Hamburg,ATP 500,Clay,Outdoor,"Hamburg, Germany",Am Rothenbaum,https://www.tennisexplorer.com/hamburg/2018/atp-men/
Washington,2018,2018-Washington,ATP 500,Hard,Outdoor,"Washington, D.C., United States",Fitzgerald Tennis Center,https://www.tennisexplorer.com/washington/2018/atp-men/
Acapulco,2018,2018-Acapulco,ATP 500,Hard,Outdoor,"Acapulco, Mexico",Hotel Princess Mundo Imperial,https://www.tennisexplorer.com/acapulco/2018/atp-men/
Dubai,2018,2018-Dubai,ATP 500,Hard,Outdoor,"Dubai, United Arab Emirates",Dubai Tennis Stadium,https://www.tennisexplorer.com/dubai/2018/atp-men/
Rio de Janeiro,2018,2018-Rio de Janeiro,ATP 500,Clay,Outdoor,"Rio de Janeiro, Brazil",Jockey Club Brasileiro,https://www.tennisexplorer.com/rio-de-janeiro/2018/atp-men/
Tokyo,2018,2018-Tokyo,ATP 500,Hard,Outdoor,"Tokyo, Japan",Musashino Forest Sport Plaza,https://www.tennisexplorer.com/tokyo-japan-open/2018/atp-men/
Antalya,2018,2018-Antalya,ATP 250,Grass,Outdoor,"Antalya, Turkey",Antalya Tennis Arena,https://www.tennisexplorer.com/antalya/2018/atp-men/
Antwerp,2018,2018-Antwerp,ATP 250,Hard,Indoor,"Antwerp, Belgium",Lotto Arena,https://www.tennisexplorer.com/antwerp/2018/atp-men/
ATP Challenger Tour Finals CH,2014,2014-ATP Challenger Tour Finals CH,ATP Challenger,,Indoor,"Sao Paulo, Brazil",,
ATP Cup F: SRB vs ESP,2020,2020-ATP Cup F: SRB vs ESP,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GA: FRA vs CHI,2020,2020-ATP Cup GA: FRA vs CHI,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GA: FRA vs RSA,2020,2020-ATP Cup GA: FRA vs RSA,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GA: RSA vs CHI,2020,2020-ATP Cup GA: RSA vs CHI,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GA: SRB vs CHI,2020,2020-ATP Cup GA: SRB vs CHI,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GA: SRB vs FRA,2020,2020-ATP Cup GA: SRB vs FRA,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GA: SRB vs RSA,2020,2020-ATP Cup GA: SRB vs RSA,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GB: ESP vs GEO,2020,2020-ATP Cup GB: ESP vs GEO,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GB: ESP vs JPN,2020,2020-ATP Cup GB: ESP vs JPN,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GB: ESP vs URU,2020,2020-ATP Cup GB: ESP vs URU,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GB: GEO vs URU,2020,2020-ATP Cup GB: GEO vs URU,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GB: JPN vs GEO,2020,2020-ATP Cup GB: JPN vs GEO,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GB: JPN vs URU,2020,2020-ATP Cup GB: JPN vs URU,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GC: BEL vs BUL,2020,2020-ATP Cup GC: BEL vs BUL,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GC: BEL vs GBR,2020,2020-ATP Cup GC: BEL vs GBR,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GC: BEL vs MDA,2020,2020-ATP Cup GC: BEL vs MDA,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GC: BUL vs MDA,2020,2020-ATP Cup GC: BUL vs MDA,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GC: GBR vs BUL,2020,2020-ATP Cup GC: GBR vs BUL,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GC: GBR vs MDA,2020,2020-ATP Cup GC: GBR vs MDA,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GD: ITA vs NOR,2020,2020-ATP Cup GD: ITA vs NOR,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GD: ITA vs USA,2020,2020-ATP Cup GD: ITA vs USA,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GD: RUS vs ITA,2020,2020-ATP Cup GD: RUS vs ITA,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GD: RUS vs NOR,2020,2020-ATP Cup GD: RUS vs NOR,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GD: RUS vs USA,2020,2020-ATP Cup GD: RUS vs USA,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GD: USA vs NOR,2020,2020-ATP Cup GD: USA vs NOR,ATP Cup,Hard,Outdoor,"Perth, Australia",,
ATP Cup GE: ARG vs POL,2020,2020-ATP Cup GE: ARG vs POL,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GE: AUT vs ARG,2020,2020-ATP Cup GE: AUT vs ARG,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GE: AUT vs CRO,2020,2020-ATP Cup GE: AUT vs CRO,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GE: AUT vs POL,2020,2020-ATP Cup GE: AUT vs POL,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GE: CRO vs ARG,2020,2020-ATP Cup GE: CRO vs ARG,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GE: CRO vs POL,2020,2020-ATP Cup GE: CRO vs POL,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup GF: CAN vs AUS,2020,2020-ATP Cup GF: CAN vs AUS,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GF: GER vs AUS,2020,2020-ATP Cup GF: GER vs AUS,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GF: GER vs CAN,2020,2020-ATP Cup GF: GER vs CAN,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GF: GER vs GRE,2020,2020-ATP Cup GF: GER vs GRE,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GF: GRE vs AUS,2020,2020-ATP Cup GF: GRE vs AUS,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup GF: GRE vs CAN,2020,2020-ATP Cup GF: GRE vs CAN,ATP Cup,Hard,Outdoor,"Brisbane, Australia",,
ATP Cup QF: ARG vs RUS,2020,2020-ATP Cup QF: ARG vs RUS,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup QF: BEL vs ESP,2020,2020-ATP Cup QF: BEL vs ESP,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup QF: GBR vs AUS,2020,2020-ATP Cup QF: GBR vs AUS,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup QF: SRB vs CAN,2020,2020-ATP Cup QF: SRB vs CAN,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup SF: AUS vs ESP,2020,2020-ATP Cup SF: AUS vs ESP,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
ATP Cup SF: SRB vs RUS,2020,2020-ATP Cup SF: SRB vs RUS,ATP Cup,Hard,Outdoor,"Sydney, Australia",,
Aachen CH,2010,2010-Aachen CH,ATP Challenger,Carpet,Indoor,"Aachen, Germany",,https://www.tennisexplorer.com/aachen-challenger/2010/atp-men/
Acapulco,2010,2010-Acapulco,ATP 500,Clay,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2010/atp-men/
Acapulco,2011,2011-Acapulco,ATP 500,Clay,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2011/atp-men/
Acapulco,2012,2012-Acapulco,ATP 500,Clay,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2012/atp-men/
Acapulco,2013,2013-Acapulco,ATP 500,Clay,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2013/atp-men/
Acapulco,2014,2014-Acapulco,ATP 500,Hard,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2014/atp-men/
Acapulco,2015,2015-Acapulco,ATP 500,Hard,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2015/atp-men/
Acapulco,2016,2016-Acapulco,ATP 500,Hard,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2016/atp-men/
Acapulco,2017,2017-Acapulco,ATP 500,Hard,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2017/atp-men/
Acapulco,2019,2019-Acapulco,ATP 500,Hard,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2019/atp-men/
Acapulco,2020,2020-Acapulco,ATP 500,Hard,Outdoor,"Acapulco, Mexico",,https://www.tennisexplorer.com/acapulco/2020/atp-men/
Acapulco,2021,2021-Acapulco,ATP 500,Hard,Outdoor,"Acapulco, Mexico",Hotel Princess Mundo Imperial,
Adelaide,2020,2020-Adelaide,ATP 250,Hard,Outdoor,"Adelaide, Australia",,https://www.tennisexplorer.com/adelaide/2020/atp-men/
Agri CH,2015,2015-Agri CH,ATP Challenger,Hard,Outdoor,"Agri, Turkey",,https://www.tennisexplorer.com/agri-challenger/2015/atp-men/
Aguascalientes CH,2011,2011-Aguascalientes CH,ATP Challenger,Clay,Outdoor,"Aguascalientes, Mexico",,https://www.tennisexplorer.com/aguascalientes-challenger/2011/atp-men/
Aix En Provence CH,2014,2014-Aix En Provence CH,ATP Challenger,Clay,Outdoor,"Aix En Provence, France",,https://www.tennisexplorer.com/aix-en-provence-challenger/2014/atp-men/
Aix En Provence CH,2015,2015-Aix En Provence CH,ATP Challenger,Clay,Outdoor,"Aix En Provence, France",,https://www.tennisexplorer.com/aix-en-provence-challenger/2015/atp-men/
Aix En Provence CH,2016,2016-Aix En Provence CH,ATP Challenger,Clay,Outdoor,"Aix En Provence, France",,https://www.tennisexplorer.com/aix-en-provence-challenger/2016/atp-men/
Aix En Provence CH,2017,2017-Aix En Provence CH,ATP Challenger,Clay,Outdoor,"Aix En Provence, France",,https://www.tennisexplorer.com/aix-en-provence-challenger/2017/atp-men/
Aix En Provence CH,2018,2018-Aix En Provence CH,ATP Challenger,Clay,Outdoor,"Aix En Provence, France",,https://www.tennisexplorer.com/aix-en-provence-challenger/2018/atp-men/
Aix En Provence CH,2019,2019-Aix En Provence CH,ATP Challenger,Clay,Outdoor,"Aix En Provence, France",,https://www.tennisexplorer.com/aix-en-provence-challenger/2019/atp-men/
Aix En Provence CH,2020,2020-Aix En Provence CH,ATP Challenger,Clay,Outdoor,"Aix En Provence, France",,
Aix-En-Provence CH,2021,2021-Aix-En-Provence CH,ATP Challenger,Clay,Outdoor,"Aix En Provence, France",,
Alessandria CH,2010,2010-Alessandria CH,ATP Challenger,Clay,Outdoor,"Alessandria, Italy",,https://www.tennisexplorer.com/alessandria-challenger/2010/atp-men/
Alessandria CH,2011,2011-Alessandria CH,ATP Challenger,Clay,Outdoor,"Alessandria, Italy",,https://www.tennisexplorer.com/alessandria-challenger/2011/atp-men/
Algeria F1,2012,2012-Algeria F1,ITF Tour,Clay,Outdoor,"Annaba, Algeria",,
Algeria F1,2014,2014-Algeria F1,ITF Tour,Clay,Outdoor,"Oran, Algeria",,
Algeria F1,2015,2015-Algeria F1,ITF Tour,Clay,Outdoor,"Oran, Algeria",,
Algeria F1,2016,2016-Algeria F1,ITF Tour,Clay,Outdoor,"Oran, Algeria",,
Algeria F2,2012,2012-Algeria F2,ITF Tour,Clay,Outdoor,"Annaba, Algeria",,
Algeria F2,2014,2014-Algeria F2,ITF Tour,Clay,Outdoor,"Algiers, Algeria",,
Algeria F2,2015,2015-Algeria F2,ITF Tour,Clay,Outdoor,"Algiers, Algeria",,
Algeria F2,2016,2016-Algeria F2,ITF Tour,Clay,Outdoor,"Algiers, Algeria",,
Algeria F3,2011,2011-Algeria F3,ITF Tour,Clay,Outdoor,"Algiers, Algeria",,
Algeria F3,2012,2012-Algeria F3,ITF Tour,Clay,Outdoor,"Algiers, Algeria",,
Algeria F3,2015,2015-Algeria F3,ITF Tour,Clay,Outdoor,"Annaba, Algeria",,
Algeria F3,2016,2016-Algeria F3,ITF Tour,Clay,Outdoor,"Annaba, Algeria",,
Alicante CH,2018,2018-Alicante CH,ATP Challenger,Clay,Outdoor,"Villena, Spain",,https://www.tennisexplorer.com/alicante-challenger/2018/atp-men/
Alicante CH,2020,2020-Alicante CH,ATP Challenger,Clay,Outdoor,"Alicante, Spain",,
Almaty 1 CH,2021,2021-Almaty 1 CH,ATP Challenger,Clay,Outdoor,"Almaty, Kazakhstan",,
Almaty 2 CH,2018,2018-Almaty 2 CH,ATP Challenger,Clay,Outdoor,"Almaty, Kazakhstan",,https://www.tennisexplorer.com/almaty-2-challenger/2018/atp-men/
Almaty CH,2017,2017-Almaty CH,ATP Challenger,Clay,Outdoor,"Almaty, Kazakhstan",,https://www.tennisexplorer.com/almaty-challenger/2017/atp-men/
Almaty CH,2018,2018-Almaty CH,ATP Challenger,Hard,Outdoor,"Almaty, Kazakhstan",,https://www.tennisexplorer.com/almaty-3-challenger/2018/atp-men/
Almaty CH,2019,2019-Almaty CH,ATP Challenger,Clay,Outdoor,"Almaty, Kazakhstan",,https://www.tennisexplorer.com/almaty-2-challenger/2019/atp-men/
Almaty CH,2021,2021-Almaty CH,ATP Challenger,Clay,Outdoor,"Almaty, Kazakhstan",,
Alphen CH,2010,2010-Alphen CH,ATP Challenger,Clay,Outdoor,"Alphen, Netherlands",,https://www.tennisexplorer.com/alphen-a-d-rijn-challenger/2010/atp-men/
Alphen CH,2011,2011-Alphen CH,ATP Challenger,Clay,Outdoor,"Alphen, Netherlands",,https://www.tennisexplorer.com/alphen-a-d-rijn-challenger/2011/atp-men/
Alphen CH,2012,2012-Alphen CH,ATP Challenger,Clay,Outdoor,"Alphen, Netherlands",,https://www.tennisexplorer.com/alphen-a-d-rijn-challenger/2012/atp-men/
Alphen CH,2013,2013-Alphen CH,ATP Challenger,Clay,Outdoor,"Alphen, Netherlands",,https://www.tennisexplorer.com/alphen-a-d-rijn-challenger/2013/atp-men/
Alphen CH,2014,2014-Alphen CH,ATP Challenger,Clay,Outdoor,"Alphen, Netherlands",,https://www.tennisexplorer.com/alphen-a-d-rijn-challenger/2014/atp-men/
Alphen CH,2015,2015-Alphen CH,ATP Challenger,Clay,Outdoor,"Alphen, Netherlands",,https://www.tennisexplorer.com/alphen-a-d-rijn-challenger/2015/atp-men/
Alphen CH,2016,2016-Alphen CH,ATP Challenger,Clay,Outdoor,"Alphen, Netherlands",,https://www.tennisexplorer.com/alphen-a-d-rijn-challenger/2016/atp-men/
Alphen CH,2017,2017-Alphen CH,ATP Challenger,Clay,Outdoor,"Alphen, Netherlands",,https://www.tennisexplorer.com/alphen-a-d-rijn-challenger/2017/atp-men/
Ambato CH,2021,2021-Ambato CH,ATP Challenger,Clay,Outdoor,"Ambato, Ecuador",,
American Men's Tennis Championship,2019,2019-American Men's Tennis Championship,College Tennis,,Outdoor,"Orlando, Florida, United States",,
Amersfoort CH,2019,2019-Amersfoort CH,ATP Challenger,Clay,Outdoor,"Amersfoort, Netherlands",,https://www.tennisexplorer.com/amersfoort-challenger/2019/atp-men/
Amersfoort CH,2021,2021-Amersfoort CH,ATP Challenger,Clay,Outdoor,"Amersfoort, Netherlands",,
An-Ning CH,2012,2012-An-Ning CH,ATP Challenger,Clay,Outdoor,"Kunming, China",,https://www.tennisexplorer.com/an-ning-challenger/2012/atp-men/
An-Ning CH,2013,2013-An-Ning CH,ATP Challenger,Clay,Outdoor,"Kunming, China",,https://www.tennisexplorer.com/an-ning-challenger/2013/atp-men/
An-Ning CH,2014,2014-An-Ning CH,ATP Challenger,Clay,Outdoor,"Kunming, China",,https://www.tennisexplorer.com/an-ning-challenger/2014/atp-men/
An-Ning CH,2015,2015-An-Ning CH,ATP Challenger,Clay,Outdoor,"Kunming, China",,https://www.tennisexplorer.com/an-ning-challenger/2015/atp-men/
Andria CH,2013,2013-Andria CH,ATP Challenger,Hard,Indoor,"Andria, Italy",,https://www.tennisexplorer.com/andria-challenger/2013/atp-men/
Andria CH,2014,2014-Andria CH,ATP Challenger,Hard,Indoor,"Andria, Italy",,https://www.tennisexplorer.com/andria-challenger/2014/atp-men/
Andria CH,2015,2015-Andria CH,ATP Challenger,Hard,Indoor,"Andria, Italy",,https://www.tennisexplorer.com/andria-challenger/2015/atp-men/
Andria CH,2016,2016-Andria CH,ATP Challenger,Hard,Indoor,"Andria, Italy",,https://www.tennisexplorer.com/andria-challenger/2016/atp-men/
Andria CH,2017,2017-Andria CH,ATP Challenger,Hard,Indoor,"Andria, Italy",,https://www.tennisexplorer.com/andria-challenger/2017/atp-men/
Andria CH,2018,2018-Andria CH,ATP Challenger,Hard,Indoor,"Andria, Italy",,https://www.tennisexplorer.com/andria-challenger/2018/atp-men/
Ann Arbor CH,2020,2020-Ann Arbor CH,ATP Challenger,Hard,Indoor,"Ann Arbor, Michigan, United States",,https://www.tennisexplorer.com/ann-arbor-challenger/2020/atp-men/
Anning CH,2016,2016-Anning CH,ATP Challenger,Clay,Outdoor,"Kunming, China",,https://www.tennisexplorer.com/an-ning-challenger/2016/atp-men/
Anning CH,2017,2017-Anning CH,ATP Challenger,Clay,Outdoor,"Kunming, China",,https://www.tennisexplorer.com/an-ning-challenger/2017/atp-men/
Anning CH,2018,2018-Anning CH,ATP Challenger,Clay,Outdoor,"Kunming, China",,https://www.tennisexplorer.com/an-ning-challenger/2018/atp-men/
Anning CH,2019,2019-Anning CH,ATP Challenger,Clay,Outdoor,"Kunming, China",,https://www.tennisexplorer.com/an-ning-challenger/2019/atp-men/
Antalya 1 CH,2021,2021-Antalya 1 CH,ATP Challenger,Clay,Outdoor,"Antalya, Turkey",,
Antalya 2 CH,2021,2021-Antalya 2 CH,ATP Challenger,Clay,Outdoor,"Antalya, Turkey",,
Antalya,2017,2017-Antalya,ATP 250,Grass,Outdoor,"Antalya, Turkey",,https://www.tennisexplorer.com/antalya/2017/atp-men/
Antalya,2019,2019-Antalya,ATP 250,Grass,Outdoor,"Antalya, Turkey",,https://www.tennisexplorer.com/antalya/2019/atp-men/
Antalya,2021,2021-Antalya,ATP 250,Hard,Outdoor,"Antalya, Turkey",,
Antalya 3 CH,2021,2021-Antalya 3 CH,ATP Challenger,Clay,Outdoor,"Antalya, Turkey",,
Antalya 4 CH,2021,2021-Antalya 4 CH,ATP Challenger,Clay,Outdoor,"Antalya, Turkey",,
Antwerp,2016,2016-Antwerp,ATP 250,Hard,Indoor,"Antwerp, Belgium",,https://www.tennisexplorer.com/antwerp/2016/atp-men/
Antwerp,2017,2017-Antwerp,ATP 250,Hard,Indoor,"Antwerp, Belgium",,https://www.tennisexplorer.com/antwerp/2017/atp-men/
Antwerp,2019,2019-Antwerp,ATP 250,Hard,Indoor,"Antwerp, Belgium",,https://www.tennisexplorer.com/antwerp/2019/atp-men/
Antwerp,2020,2020-Antwerp,ATP 250,Hard,Indoor,"Antwerp, Belgium",,
Antwerp,2021,2021-Antwerp,ATP 250,Hard,Indoor,"Antwerp, Belgium",,
